PacketSeqNo,GeneratingTime,ArrivalTime,MulticastIdx
1,0.00199103355408,3.25459003448,1
2,0.0139791965485,3.26560902596,1
3,0.0262100696564,3.27796506882,1
4,0.0387401580811,3.29197716713,1
5,0.0510921478271,3.306194067,1
6,0.0632951259613,3.31523919106,1
7,0.0754280090332,3.32649898529,1
8,0.0876581668854,3.34402918816,1
9,0.100139141083,3.35192203522,1
10,0.112409114838,3.36998701096,1
11,0.127169132233,3.38134598732,1
12,0.13968706131,3.39113616943,1
13,0.1519510746,3.40600705147,1
14,0.164277076721,3.41623806953,1
15,0.176565170288,3.4343111515,1
16,0.189012050629,3.46663808823,1
17,0.21869301796,3.47102212906,1
18,0.232637166977,3.48680019379,1
19,0.244365215302,3.49652409554,1
20,0.25586605072,3.50778007507,1
21,0.267465114594,3.51977300644,1
22,0.279367208481,3.53186511993,1
23,0.291241168976,3.54356098175,1
24,0.303200006485,3.56387710571,1
25,0.315411090851,3.57150316238,1
26,0.327652215958,3.5898630619,1
27,0.340124130249,3.60820102692,1
28,0.352620124817,3.61126303673,1
29,0.364807128906,3.62309813499,1
30,0.376987218857,3.63799309731,1
31,0.389461994171,3.6451292038,1
32,0.401633024216,3.65771818161,1
33,0.414135217667,3.66724419594,1
34,0.426770210266,3.6793282032,1
35,0.439088106155,3.69102215767,1
36,0.451467037201,3.70410203934,1
37,0.463698148727,3.71581697464,1
38,0.475978136063,3.72804307938,1
39,0.488241195679,3.74077415466,1
40,0.501028060913,3.75679898262,1
41,0.513243198395,3.77281117439,1
42,0.525451183319,3.77832698822,1
43,0.537808179855,3.78998613358,1
44,0.550144195557,3.80671811104,1
45,0.562455177307,3.81916809082,1
46,0.574951171875,3.82730913162,1
47,0.587215185165,3.83965206146,1
48,0.599404096603,3.85481119156,1
49,0.611552000046,3.86620497704,3
50,0.623807191849,3.87504911423,3
51,0.636011123657,3.88856816292,3
52,0.648699998856,3.90271115303,3
53,0.661118030548,3.91350603104,3
54,0.673341035843,3.92610120773,3
55,0.685623168945,3.93826913834,3
56,0.698168039322,3.95017910004,3
57,0.710522174835,3.96264004707,3
58,0.723055124283,3.98266720772,3
59,0.735285043716,3.98814105988,3
60,0.747623205185,3.99993109703,3
61,0.760053157806,4.01495099068,3
62,0.772358179092,4.02440500259,3
63,0.784627199173,4.04413318634,3
64,0.797222137451,4.05263018608,3
65,0.810194015503,4.06190919876,3
66,0.822506189346,4.07598519325,3
67,0.835130214691,4.08845210075,3
68,0.846986055374,4.10018420219,3
69,0.858699083328,4.11146020889,3
70,0.870546102524,4.12136816978,3
71,0.882456064224,4.13400506973,3
72,0.894861221313,4.14669299126,3
73,0.907137155533,4.15921902657,3
74,0.919498205185,4.17136597633,3
75,0.931807994843,4.18421912193,3
76,0.944462060928,4.19913220406,3
77,0.957127094269,4.2087521553,3
78,0.969455003738,4.22045302391,3
79,0.981657028198,4.23882317543,3
80,0.994027137756,4.24566912651,3
81,1.00636410713,4.25826716423,3
82,1.01903510094,4.27480220795,3
83,1.03148508072,4.28260111809,3
84,1.0440530777,4.29556918144,3
85,1.05626320839,4.31151103973,3
86,1.06861519814,4.32207107544,3
87,1.08106803894,4.33714699745,3
88,1.0939450264,4.34738898277,3
89,1.10614013672,4.36510419846,3
90,1.11874604225,4.37412500381,3
91,1.13084506989,4.38548207283,3
92,1.14305114746,4.39605808258,3
93,1.15545105934,4.41011309624,3
94,1.16788506508,4.42537617683,3
95,1.18017721176,4.43739819527,3
96,1.19226908684,4.44872903824,3
97,1.2045481205,4.45672297478,3
98,1.21690917015,4.46969509125,3
99,1.2291431427,4.48153114319,3
100,1.24166917801,4.49371099472,3
101,1.25384616852,4.50928020477,3
102,1.26606917381,4.52163505554,3
103,1.28013110161,4.53303718567,3
104,1.29231119156,4.54352617264,1
105,1.30451202393,4.5850071907,1
106,1.31709003448,4.58981108665,1
107,1.3293030262,4.60663318634,1
108,1.34151101112,4.61517715454,1
109,1.35371613503,4.62257099152,1
110,1.36587309837,4.63739514351,1
111,1.37818598747,4.64249515533,1
112,1.39064908028,4.647108078,1
113,1.40301609039,4.66913604736,1
114,1.41568303108,4.66955804825,1
115,1.42803907394,4.68226408958,1
116,1.44006705284,4.69133901596,1
117,1.45159816742,4.71268510818,1
118,1.46338510513,4.7161231041,1
119,1.47519612312,4.72641015053,1
120,1.48696208,4.74068117142,1
121,1.49898719788,4.7505941391,1
122,1.51172709465,4.76410508156,1
123,1.52392601967,4.77727913857,1
124,1.53645205498,4.79479002953,1
125,1.54876112938,4.80313515663,1
126,1.56114315987,4.82336807251,1
127,1.57348012924,4.82643914223,1
128,1.58566617966,4.83826518059,1
129,1.59820818901,4.85437607765,1
130,1.61083221436,4.86848807335,1
131,1.62285900116,4.87488102913,1
132,1.6352391243,4.88875818253,1
133,1.64778709412,4.90303206444,1
134,1.66010904312,4.91312217712,1
135,1.67235207558,4.92459201813,1
136,1.68498802185,4.9396250248,1
137,1.69774413109,4.94917607307,1
138,1.71022319794,4.96650910378,1
139,1.72242116928,4.97474312782,1
140,1.73480200768,4.99210715294,1
141,1.74703121185,4.99883317947,1
