PacketSeqNo,ArrivalTime,MulticastIdx
1,0.00206899642944,0.490504980087,1
2,0.104209899902,0.59192109108,1
3,0.205939769745,0.691946983337,1
4,0.307657957077,0.794533014297,1
5,0.409538984299,0.89598608017,1
6,0.511292934418,0.997994184494,1
7,0.612914800644,1.09913516045,1
8,0.714497804642,1.20106697083,1
9,0.816218852997,1.30290818214,1
10,0.918230772018,1.40762615204,1
11,1.02268481255,1.50940418243,1
12,1.12442588806,1.61039805412,1
13,1.22635698318,1.71306300163,1
14,1.32826685905,1.81433010101,1
15,1.42999887466,1.91753697395,1
16,1.53154277802,2.02095317841,1
17,1.63360881805,2.12091016769,1
18,1.73549294472,2.22130703926,1
19,1.83723378181,2.32540917397,1
20,1.93914580345,2.42486310005,1
21,2.04089093208,2.52759408951,1
22,2.14257979393,2.63015913963,1
23,2.2445909977,2.73101806641,1
24,2.34620094299,2.83206009865,1
25,2.44790291786,2.93472003937,1
26,2.54961490631,3.03701806068,1
27,2.65229678154,3.13879919052,1
28,2.75401186943,3.24018406868,1
29,2.856153965,3.34352612495,1
30,2.95767784119,3.44349098206,1
31,3.05923080444,3.54702806473,1
32,3.16137981415,3.64718604088,1
33,3.26373291016,3.75040006638,1
34,3.36548280716,3.85167813301,1
35,3.5707359314,4.05749416351,2
36,3.67336082458,4.16015911102,2
37,3.77531886101,4.26182603836,2
38,3.87734484673,4.36339306831,2
39,3.97887897491,4.46484804153,2
40,4.08088088036,4.56741809845,2
41,4.18248176575,4.66819000244,2
42,4.28411197662,4.7702600956,2
43,4.38564395905,4.87119412422,2
44,4.48734283447,4.97346901894,2
45,4.58902597427,5.0755879879,2
46,4.69100379944,5.1768682003,2
47,4.79274392128,5.27866101265,2
48,4.89458179474,5.38088798523,2
49,4.99635195732,5.48205399513,2
50,5.09831190109,5.58455896378,2
51,5.20021891594,5.68605399132,2
52,5.30234694481,5.787940979,2
53,5.40392184258,5.88938713074,2
54,5.50561189651,5.99264001846,2
55,5.60759878159,6.09316515923,2
56,5.70964884758,6.19698905945,2
57,5.81156992912,6.29765605927,2
58,5.91341400146,6.39939618111,2
59,6.01498389244,6.50106501579,2
60,6.11664891243,6.60351800919,2
61,6.21820378304,6.70424199104,2
62,6.32033586502,6.80632805824,2
63,6.42265081406,6.90911412239,2
64,6.52465677261,7.01067709923,2
65,6.62624692917,7.11189603806,2
66,6.7277879715,7.2136490345,2
67,6.83037781715,7.31607699394,2
68,6.93210291862,7.41766214371,2
69,7.0341129303,7.52010917664,2
70,7.13619279861,7.62238097191,2
71,7.23794388771,7.72362399101,2
72,7.33965182304,7.82620596886,2
73,7.4414908886,7.92764806747,2
74,7.54332590103,8.03015613556,2
75,7.6451587677,8.1312789917,2
76,7.74705576897,8.23290896416,2
77,7.84884095192,8.33483719826,2
78,7.95059394836,8.43645000458,2
79,8.05219888687,8.53859996796,2
80,8.1541159153,8.63999915123,2
81,8.25568580627,8.74153900146,2
82,8.357888937,8.84379220009,2
83,8.45962285995,8.94629096985,2
84,8.56147885323,9.04730319977,2
85,8.66304087639,9.15069818497,2
86,8.76608490944,9.25207901001,2
87,8.86843895912,9.35499811172,2
88,8.97034192085,9.45705914497,2
89,9.07188391685,9.55788516998,2
90,9.17341899872,9.65916514397,0
91,9.27551484108,9.76456618309,0
92,9.37772488594,9.86389708519,0
93,9.4792778492,9.96658205986,0
94,9.58101677895,10.0679280758,0
95,9.68278694153,10.1697621346,0
96,9.78450298309,10.2712161541,0
97,9.88608694077,10.3727049828,0
98,9.98762893677,10.4734761715,0
99,10.0896098614,10.5764300823,0
100,10.1914329529,10.6782720089,0
