PacketSeqNo,ArrivalTime,MulticastIdx
482,277.128419876,3
483,277.160348892,3
484,277.220231056,3
485,277.274657965,3
486,277.30409503,3
487,277.348206043,3
488,277.39219594,3
489,277.432185888,3
490,277.472116947,3
491,277.524968863,3
492,277.568274021,3
493,277.60025692,3
494,277.648019075,3
495,277.688122034,3
496,277.736023903,3
497,277.768008947,3
498,277.799957991,3
499,277.85612607,1
500,277.896890879,1
501,277.948941946,1
502,278.011829853,1
503,278.072789907,1
504,278.111983061,1
505,278.18017292,1
506,278.220882893,1
507,278.276190042,1
508,278.327900887,1
509,278.377481937,1
510,278.408098936,1
511,278.440010071,1
512,278.496171951,1
513,278.556055069,1
514,278.59601593,1
515,278.636036873,1
516,278.68808198,1
517,278.744206905,1
518,278.79668808,1
519,278.848295927,1
520,278.888131857,1
521,278.928156853,1
522,278.960119963,1
523,278.993515968,1
524,279.035832882,1
525,279.080108881,1
526,309.180186987,2
527,309.220291853,2
528,309.268144846,2
529,309.299962997,2
530,309.340255976,2
531,309.384589911,2
532,309.424025059,2
533,309.476687908,2
534,309.520083904,2
535,309.560006857,2
536,309.598839998,2
537,309.636115074,2
538,309.684113979,2
539,309.723963976,2
540,309.764631033,2
541,309.804008007,2
542,309.836551905,2
543,309.871935844,2
544,309.907980919,2
545,309.959941864,2
546,310.003998041,2
547,310.048304081,2
548,310.09997797,2
549,310.140105009,2
550,310.176100969,2
551,310.208440065,2
552,310.248188972,2
553,310.308999062,2
554,310.376060963,0
555,310.435967922,0
556,310.49198699,0
557,310.543870926,0
558,310.607817888,0
559,310.668154001,0
560,310.7207129,0
561,310.760010004,0
562,310.799764872,0
563,310.844296932,0
564,310.880118847,0
565,310.924190044,0
566,310.971850872,0
567,311.023969889,0
568,311.068333864,0
569,311.112290859,0
570,311.148442984,0
571,311.191987991,0
572,311.256350994,0
573,311.3039639,0
574,311.344287872,0
575,311.392448902,0
576,341.476016045,3
577,341.539980888,3
578,341.580339909,3
579,341.624223948,3
580,341.681525946,3
581,341.71212697,3
582,341.775377035,3
583,341.816236019,3
584,341.867950916,3
585,341.912494898,3
586,341.944031954,3
587,341.988070965,3
588,342.028312922,3
589,342.072023869,3
590,342.127902985,3
591,342.189131975,3
592,342.236021996,3
593,342.284838915,3
594,342.327893019,3
595,342.396102905,3
596,342.440110922,3
597,342.496253014,1
598,342.520038843,1
599,342.552335024,1
600,342.584696054,1
601,342.619854927,1
602,342.664762974,1
603,342.707901001,1
604,342.764042854,1
605,342.808081865,1
606,342.859067917,1
607,342.888073921,1
608,342.936044931,1
609,342.976872921,1
610,343.023889065,1
611,343.07198,1
612,343.112071991,1
613,343.143933058,1
614,343.191982985,1
615,343.244108915,1
616,343.284267902,1
617,343.321542025,1
618,343.360488892,1
619,343.400173903,1
620,343.444129944,1
621,373.512053013,2
622,373.532209873,2
623,373.572527885,2
624,373.620208979,2
625,373.660508871,2
626,373.716146946,2
627,373.756155968,2
628,373.787791014,2
629,373.840025902,2
630,373.88913393,2
631,373.920116901,2
632,373.972476959,2
633,374.003867865,2
634,374.052155018,2
635,374.108074903,2
636,374.151893854,2
637,374.204552889,2
638,374.248481035,2
639,374.292775869,2
640,374.348219872,2
641,374.39656806,2
642,374.436490059,2
643,374.500429869,0
644,374.532017946,0
645,374.591719866,0
646,374.643930912,0
647,374.720854998,0
648,374.76786685,0
649,374.808250904,0
650,374.861003876,0
651,374.908200979,0
652,374.952203989,0
653,374.992267847,0
654,375.02817297,0
655,375.072354078,0
656,375.116189003,0
657,375.15987587,0
658,375.200217962,0
659,375.232728004,0
660,375.276355028,0
661,375.327933073,0
662,375.380158901,0
663,405.456246853,3
664,405.496217012,3
665,405.551980972,3
666,405.592098951,3
667,405.624626875,3
668,405.656059027,3
669,405.728080988,3
670,405.792166948,3
671,405.840201855,3
672,405.880167961,3
673,405.956167936,3
674,405.991972923,3
675,406.052393913,3
676,406.088459015,3
677,406.132143021,3
678,406.192276001,3
679,406.228363991,3
680,406.264193058,3
681,406.308102846,3
682,406.35618186,3
683,406.408221006,1
684,406.427998066,1
685,406.468639851,1
686,406.516207933,1
687,406.552269936,1
688,406.604218006,1
689,406.647914886,1
690,406.708055973,1
691,406.748189926,1
692,406.780071974,1
693,406.812160969,1
694,406.864470005,1
695,406.901473999,1
696,406.955976009,1
697,406.99229002,1
698,407.040035963,1
699,407.07200098,1
700,407.117240906,1
701,407.163996935,1
702,407.204123974,1
703,407.248345852,1
704,407.301523924,1
705,407.338224888,1
706,407.388203859,1
707,437.480071068,2
708,437.520607948,2
709,437.568192005,2
710,437.609063864,2
711,437.660058022,2
712,437.707850933,2
713,437.7450459,2
714,437.791992903,2
715,437.835939884,2
716,437.880168915,2
717,437.912598848,2
718,437.944057941,2
719,437.983990908,2
720,438.016363859,2
721,438.060162067,2
722,438.124305964,2
723,438.164022923,2
724,438.215797901,2
725,438.26394701,2
726,438.300281048,2
727,438.344182014,2
728,438.387127876,2
729,438.436408997,2
730,438.472308874,2
731,438.520123005,2
732,438.56822896,2
733,438.600218058,2
734,438.644016027,2
735,438.705348969,0
736,438.740191936,0
737,438.788178921,0
738,438.840156078,0
739,438.876137972,0
740,438.924157858,0
741,438.972024918,0
742,439.0041399,0
743,439.059983015,0
744,439.132678032,0
745,439.192121029,0
746,439.240170002,0
747,439.296083927,0
748,439.344020844,0
749,439.375892878,0
750,439.411999941,0
751,439.4519279,0
752,439.484179974,0
753,439.516578913,0
754,439.54814291,0
755,469.628216982,3
756,469.675854921,3
757,469.709217072,3
758,469.75612998,3
759,469.796629906,3
760,469.847905874,3
761,469.896223068,3
762,469.936132908,3
763,469.976305962,3
764,470.027942896,3
765,470.063888073,3
766,470.104080915,3
767,470.152039051,3
768,470.196919918,3
769,470.244061947,3
770,470.296169996,3
771,470.360056877,3
772,470.408344984,3
773,470.46022296,3
774,470.500118017,3
775,470.548116922,3
776,470.592283964,3
777,470.644844055,3
778,470.68974185,3
779,470.748178959,3
780,470.800307989,3
781,470.843693018,3
782,470.876288891,3
783,470.936162949,3
784,470.980359077,3
785,471.02420187,1
786,471.056797028,1
787,471.092011929,1
788,471.132183075,1
789,471.180084944,1
790,471.212849855,1
791,471.248352051,1
792,471.280149937,1
793,471.316206932,1
794,471.348147869,1
795,471.380467892,1
796,471.432095051,1
797,471.480076075,1
798,471.529231071,1
799,471.584050894,1
800,471.635953903,1
801,471.676069021,1
802,471.728097916,1
803,471.781446934,1
804,471.840447903,1
805,471.888139963,1
806,471.937416077,1
807,471.984214067,3
808,472.032085896,3
809,472.085144997,3
810,472.117141962,3
811,472.160073042,3
812,472.208138943,3
813,472.256551027,3
814,472.300452948,3
815,472.340126038,3
816,472.379867077,3
817,472.421133041,3
818,472.468147993,3
819,472.508229017,3
820,472.563835859,3
821,472.596293926,3
822,472.668741941,3
823,472.712415934,3
824,472.764180899,3
825,472.820134878,3
826,472.860297918,3
827,472.900526047,1
828,472.940026999,1
829,472.984274864,1
830,473.024390936,1
831,473.072929859,1
832,473.112056971,1
833,473.160357952,1
834,473.203652859,1
835,473.24414587,1
836,473.300309896,1
837,473.343999863,1
838,473.38537097,1
839,473.448073864,1
840,473.500273943,1
841,473.569032907,1
842,473.615884066,1
843,473.663977861,1
844,473.713571072,1
845,473.752012014,1
846,473.791672945,1
847,473.840386868,3
848,473.872060061,3
849,473.904412985,3
850,473.960078001,3
851,473.99999404,3
852,474.040184975,3
853,474.104264021,3
854,474.16820693,3
855,474.208082914,3
856,474.244140863,3
857,474.284031868,3
858,474.324425936,3
859,474.368278027,3
860,474.41215086,3
861,474.468096972,3
862,474.51640892,3
863,474.564000845,3
864,474.620687962,3
865,474.656167984,3
866,474.688231945,3
867,474.736321926,3
868,474.774129868,3
869,474.836174965,3
870,474.880176067,3
871,474.911876917,3
872,474.944126844,3
873,474.996496916,1
874,475.024149895,1
875,475.055999041,1
876,475.092993975,1
877,475.13596487,1
878,475.168140888,1
879,475.232275009,1
880,475.272171974,1
881,475.308932066,1
882,475.356014013,1
883,475.41602993,1
884,475.472215891,1
885,475.512839079,1
886,475.552053928,1
887,475.58404398,1
888,475.620022058,1
889,475.65207386,1
890,475.692035913,1
891,475.736176014,1
892,475.77580595,1
893,475.815770864,1
894,475.892374039,3
895,475.912244081,3
896,475.952101946,3
897,475.992126942,3
898,476.023733854,3
899,476.060154915,3
900,476.100229025,3
901,476.135984898,3
902,476.179758072,3
903,476.220327854,3
904,476.265235901,3
905,476.295939922,3
906,476.327889919,3
907,476.372498035,3
908,476.412155867,3
909,476.464158058,3
910,476.508080959,3
911,476.555223942,3
912,476.584751844,3
913,476.627971888,3
914,476.66809392,3
915,476.730511904,3
916,476.788022995,3
917,476.827919006,3
918,476.875756025,3
919,476.911923885,3
920,476.979935884,3
921,477.019825935,3
922,477.047894001,3
923,477.092082977,3
924,477.152323008,1
925,477.184077024,1
926,477.224052906,1
927,477.264270067,1
928,477.308691025,1
929,477.392597914,1
930,477.452087879,1
931,477.488136053,1
932,477.545168877,1
933,477.588275909,1
934,477.628107071,1
935,477.664044857,1
936,477.71971488,1
937,477.773156881,1
938,477.824038982,1
939,477.888356924,1
940,477.920214891,1
941,477.959935904,1
942,478.000098944,1
943,478.043972969,1
944,478.103931904,1
945,478.140295029,1
946,478.172070026,1
947,478.228165865,1
948,478.264364004,1
949,478.29617095,1
950,478.353700876,1
951,478.40389204,1
952,478.472100019,3
953,478.503859043,3
954,478.54783988,3
955,478.595890999,3
956,478.632006884,3
957,478.680616856,3
958,478.727675915,3
959,478.768315077,3
960,478.808119059,3
961,478.868057013,3
962,478.912046909,3
963,478.951883078,3
964,478.984092951,3
965,479.024144888,3
966,479.069014072,3
967,479.108095884,3
968,479.162674904,3
969,479.200247049,3
970,479.248129845,3
971,479.284013033,3
972,479.323749065,3
973,479.364385843,3
974,479.408233881,3
975,479.46466589,3
976,479.51206708,3
977,479.564140081,1
978,479.623889923,1
979,479.660250902,1
980,479.692193985,1
981,479.740191936,1
982,479.796243906,1
983,479.860146046,1
984,479.914403915,1
985,479.976124048,1
986,480.00809598,1
987,480.053039074,1
988,480.084037066,1
989,480.116232872,1
990,480.16012001,1
991,480.213801861,1
992,480.264240026,1
993,480.308877945,1
994,480.359827995,1
995,480.400755882,1
996,480.447864056,1
997,480.483981848,1
998,480.534029007,1
999,480.571583986,1
1000,480.61271596,1
1001,480.660727978,1
1002,480.724539042,3
1003,480.779808044,3
1004,480.836165905,3
1005,480.879797935,3
1006,480.920095921,3
1007,480.955864906,3
1008,480.995913982,3
1009,481.04796195,3
1010,481.088178873,3
1011,481.144760847,3
1012,481.191851854,3
1013,481.243890047,3
1014,481.296230078,3
1015,481.335978985,3
1016,481.380187035,3
1017,481.436208963,3
1018,481.476026058,3
1019,481.507827044,3
1020,481.568676949,3
1021,481.612304926,3
1022,481.660264015,3
1023,481.704228878,3
1024,481.747854948,3
1025,481.792104006,3
1026,481.844084024,3
1027,481.91230607,1
1028,481.916171074,1
1029,481.964217901,1
1030,482.009932995,1
1031,482.068248034,1
1032,482.111980915,1
1033,482.145662069,1
1034,482.204139948,1
1035,482.24158287,1
1036,482.283943892,1
1037,482.316159964,1
1038,482.36442399,1
1039,482.404356003,1
1040,482.492050886,1
1041,482.532034874,1
1042,482.575897932,1
1043,482.628114939,1
1044,482.684092045,1
1045,482.732042074,1
1046,482.784129858,1
1047,482.832859039,1
1048,482.904365063,3
1049,482.924047947,3
1050,482.964189053,3
1051,483.004095078,3
1052,483.036263943,3
1053,483.084177971,3
1054,483.148043871,3
1055,483.188252926,3
1056,483.233532906,3
1057,483.280217886,3
1058,483.311959028,3
1059,483.349807024,3
1060,483.40176487,3
1061,483.439354897,3
1062,483.501213074,3
1063,483.540276051,3
1064,483.583606005,3
1065,483.632463932,3
1066,483.68017292,3
1067,483.712164879,3
1068,483.76829505,3
1069,483.817667961,3
1070,483.876345873,1
1071,483.912127972,1
1072,483.952046871,1
1073,484.000119925,1
1074,484.052509069,1
1075,484.100489855,1
1076,484.140145063,1
1077,484.17205596,1
1078,484.211879015,1
1079,484.28805685,1
1080,484.324094057,1
1081,484.372075081,1
1082,484.404343843,1
1083,484.467452049,1
1084,484.51222086,1
1085,484.543977022,1
1086,484.584019899,1
1087,484.62447691,1
1088,484.656156063,1
1089,484.704133987,1
1090,484.760068893,1
1091,484.808238983,1
1092,484.848764896,1
1093,484.896844864,1
1094,484.956215858,1
1095,485.016022921,1
1096,485.059907913,1
1097,485.101347923,1
1098,485.132210016,1
1099,485.184264898,1
1100,515.285642862,2
1101,515.326588869,2
1102,515.373420954,2
1103,515.441315889,2
1104,515.485313892,2
1105,515.525347948,2
1106,515.573284864,2
1107,515.613288879,2
1108,515.669353962,2
1109,515.717499018,2
1110,515.762037039,2
1111,515.801445961,2
1112,515.859717846,2
1113,515.903768063,2
1114,515.951773882,2
1115,516.003825903,2
1116,516.052092075,2
1117,516.092295885,2
1118,516.140231848,2
1119,516.172714949,2
1120,516.204021931,2
1121,516.260026932,2
1122,516.323902845,2
1123,516.360133886,2
1124,516.396097898,2
1125,516.43609786,2
1126,516.508374929,0
1127,516.523926973,0
1128,516.56448698,0
1129,516.603882074,0
1130,516.652406931,0
1131,516.699976921,0
1132,516.755939007,0
1133,516.788115978,0
1134,516.856349945,0
1135,516.90425992,0
1136,516.940301895,0
1137,516.992671967,0
