PacketSeqNo,GeneratingTime,ArrivalTime,MulticastIdx
1,0.00191283226013,12.248267889,1
2,0.0141139030457,12.26212883,1
3,0.0268619060516,12.2727189064,1
4,0.0395188331604,12.2874188423,1
5,0.0522229671478,12.3008208275,1
6,0.0646078586578,12.3103699684,1
7,0.0771269798279,12.330229044,1
8,0.0895500183105,12.3386249542,1
9,0.102423906326,12.3504350185,1
10,0.115697860718,12.3664088249,1
11,0.13014793396,12.378898859,1
12,0.142910957336,12.3906998634,1
13,0.155884981155,12.4029738903,1
14,0.16765499115,12.4131250381,1
15,0.179616928101,12.4310338497,1
16,0.193650960922,12.4623539448,1
17,0.223420858383,12.4691278934,1
18,0.235211849213,12.4804320335,1
19,0.24671792984,12.4921619892,1
20,0.25866985321,12.5067100525,1
21,0.270982980728,12.5170068741,1
22,0.283728837967,12.5293428898,1
23,0.296089887619,12.5423688889,1
24,0.308427810669,12.5612728596,1
25,0.320791959763,12.5683839321,1
26,0.33327794075,12.5803189278,1
27,0.345556020737,12.5927598476,1
28,0.357933998108,12.605383873,1
29,0.370252847672,12.6176359653,1
30,0.382607936859,12.6305129528,1
31,0.394801855087,12.6449928284,1
32,0.406920909882,12.6533889771,1
33,0.419061899185,12.6662828922,1
34,0.431439876556,12.6793868542,1
35,0.443770885468,12.6901009083,1
36,0.456008911133,12.7032768726,1
37,24.4772679806,36.7241220474,2
38,24.4901537895,36.7392399311,2
39,24.5034308434,36.749227047,2
40,24.5152859688,36.7640039921,2
41,24.5280208588,36.775154829,2
42,24.5403709412,36.7850289345,2
43,24.5520889759,36.7975718975,2
44,24.5636219978,36.8104629517,2
45,24.5752158165,36.8221418858,2
46,24.590928793,36.8376219273,2
47,24.6032187939,36.8495960236,2
48,24.6155397892,36.8630979061,2
49,24.6277239323,36.8738598824,2
50,24.6398499012,36.8846998215,2
51,24.6516728401,36.8967130184,2
52,24.6633579731,36.9129240513,2
53,24.6755428314,36.9210028648,2
54,24.6875219345,36.9326758385,2
55,24.6996347904,36.9455230236,2
56,24.7114169598,36.9563138485,2
57,24.7256808281,36.9767889977,2
58,24.7399868965,36.9854719639,2
59,24.7545809746,37.0011179447,2
60,24.76638484,37.0107638836,2
61,24.7785389423,37.0229079723,2
62,24.7911098003,37.0360469818,2
63,24.8030769825,37.0495569706,2
64,24.8147029877,37.0598659515,2
65,24.8277299404,37.072783947,2
66,24.8404929638,37.0855989456,2
67,24.8523259163,37.0968499184,2
68,24.8648509979,37.1132090092,2
69,24.8774290085,37.1221859455,2
70,24.8913588524,37.1401889324,2
71,24.9030258656,37.1478829384,2
72,24.9158937931,37.1626629829,2
73,24.9275519848,37.1744740009,2
74,24.9391098022,37.1904079914,2
75,24.950827837,37.2019209862,2
76,24.962859869,37.2075870037,2
77,24.9756507874,37.2232308388,2
78,24.9881830215,37.2336268425,2
79,25.0001649857,37.2448608875,2
80,25.0129938126,37.2593479156,2
81,25.0254929066,37.2702820301,2
82,25.0405058861,37.2850298882,2
83,25.0520319939,37.2970199585,2
84,25.0639379025,37.3097200394,2
85,25.07584095,37.322357893,2
86,25.0887467861,37.3335020542,2
87,25.1031758785,37.3506269455,2
88,25.1155087948,37.3613848686,2
89,25.1271688938,37.3749358654,0
90,25.139264822,37.3842530251,0
91,25.1510608196,37.3968269825,0
92,25.1628239155,37.4099700451,0
93,25.1752808094,37.420981884,0
94,25.1938309669,37.4430119991,0
95,25.2148859501,37.4611680508,0
96,25.2269458771,37.4726059437,0
97,25.2426998615,37.4897539616,0
98,25.2605698109,37.5122289658,0
99,25.2764208317,37.5262889862,0
100,25.288107872,37.5338618755,0
101,25.3000907898,37.5465128422,0
102,25.3122990131,37.5583150387,0
103,25.3241789341,37.5747439861,0
104,25.33613801,37.5861058235,0
105,25.3478009701,37.5924220085,0
106,25.3592939377,37.6044909954,0
107,25.3707959652,37.6168830395,0
108,25.3834788799,37.6286258698,0
109,25.3951728344,37.6402409077,0
110,25.4076809883,37.6535680294,0
111,25.4193968773,37.6648139954,0
112,25.4318118095,37.676445961,0
113,25.4438037872,37.688546896,0
114,25.4564487934,37.7074928284,0
115,25.4686079025,37.7132518291,0
116,25.4803729057,37.7257950306,0
117,25.4946358204,37.739071846,0
118,25.5068199635,37.7514359951,0
119,25.5197877884,37.7692830563,0
120,25.5331988335,37.7775659561,0
121,25.5451350212,37.7940149307,0
122,25.5581829548,37.8026108742,0
123,25.5711419582,37.8162250519,0
124,25.5828289986,37.8292980194,0
125,25.5955629349,37.8399209976,0
126,25.6071939468,37.8540599346,0
127,25.6192979813,37.8654608727,0
128,25.6311089993,37.8759949207,0
129,25.6429958344,37.8898780346,0
130,25.6547679901,37.9001049995,0
131,25.6669178009,37.9143588543,0
132,25.6788740158,37.9259839058,0
133,25.6910538673,37.9378809929,0
134,25.7036118507,37.9523749352,0
135,25.715998888,37.9604990482,0
136,25.7282090187,37.9761989117,0
137,25.7401688099,37.9847888947,0
138,25.7553749084,38.008523941,0
139,25.7671768665,38.0122568607,0
140,25.779186964,38.0250370502,0
141,25.7915079594,38.0363428593,0
142,49.8143508434,62.058795929,3
143,49.8261489868,62.0720598698,3
144,49.8384540081,62.0834028721,3
145,49.8506259918,62.1016728878,3
146,49.862869978,62.1108689308,3
147,49.8746318817,62.1234178543,3
148,49.8865208626,62.1342308521,3
149,49.8983559608,62.144302845,3
150,49.910353899,62.1574268341,3
151,49.9222118855,62.1701660156,3
152,49.9343287945,62.1863620281,3
153,49.9462618828,62.1941189766,3
154,49.9580619335,62.2042908669,3
155,49.9700639248,62.2196178436,3
156,49.9825928211,62.2305238247,3
157,49.9964199066,62.2429659367,3
158,50.0083990097,62.2538039684,3
159,50.0212738514,62.2661578655,3
160,50.0335788727,62.2807300091,3
161,50.0469248295,62.3008749485,3
162,50.0587949753,62.3136599064,3
163,50.0705869198,62.3190610409,3
164,50.0828378201,62.3270509243,3
165,50.0952999592,62.3394930363,3
166,50.1075940132,62.3524849415,3
167,50.1193449497,62.3657078743,3
168,50.1316659451,62.3781819344,3
169,50.1441218853,62.3892939091,3
170,50.1593329906,62.4043660164,3
171,50.1721119881,62.4172170162,3
172,50.1837358475,62.4395618439,3
173,50.1953408718,62.4400038719,3
174,50.2070569992,62.4534158707,3
175,50.2193160057,62.4723720551,3
176,50.231058836,62.4755189419,3
177,50.2432458401,62.488339901,3
178,50.2561869621,62.5017440319,3
179,50.2681188583,62.5136020184,3
180,50.2798988819,62.5279359818,3
181,50.2918629646,62.5398669243,3
182,50.3050208092,62.5557558537,3
183,50.3167459965,62.5702579021,3
184,50.3291809559,62.5740959644,3
185,50.3412148952,62.5860600471,3
186,50.3534128666,62.6015708447,3
187,50.3658947945,62.6108589172,3
188,50.3792397976,62.6271209717,3
189,50.3913218975,62.6373429298,3
190,50.4035098553,62.6500089169,3
191,50.415378809,62.6609139442,3
192,50.427246809,62.671628952,3
193,50.4388740063,62.6842739582,3
194,50.4520637989,62.6967909336,3
195,50.4637877941,62.7119090557,3
196,50.4767718315,62.723690033,3
197,50.4887108803,62.7352769375,3
198,50.5012278557,62.7480449677,3
199,50.514647007,62.7603590488,3
200,50.5265250206,62.7727210522,3
201,50.5390570164,62.7888498306,1
202,50.5513579845,62.7976009846,1
203,50.5641160011,62.8113939762,1
204,50.5773768425,62.8238518238,1
205,50.5894808769,62.8416919708,1
206,50.6015348434,62.8485579491,1
207,50.6133229733,62.858757019,1
208,50.6250119209,62.8715360165,1
209,50.6367819309,62.8829088211,1
210,50.6489338875,62.8939459324,1
211,50.660741806,62.9060180187,1
212,50.6733078957,62.917637825,1
213,50.6856088638,62.9322419167,1
214,50.6975779533,62.9446828365,1
215,50.7092888355,62.9560420513,1
216,50.7223439217,62.9681420326,1
217,50.7349038124,62.9796009064,1
218,50.7469079494,62.9980649948,1
219,50.7591300011,63.0039868355,1
220,50.7714178562,63.0163040161,1
221,50.7834219933,63.0341229439,1
222,50.7956049442,63.0407009125,1
223,50.8079669476,63.0538539886,1
224,50.8203477859,63.0709719658,1
225,50.8322019577,63.0824830532,1
226,50.8442308903,63.0907800198,1
227,50.8564949036,63.1132810116,1
228,50.8685410023,63.1203918457,1
229,50.8810257912,63.1318948269,1
230,50.8933389187,63.1391570568,1
231,50.9052379131,63.150113821,1
232,50.9169738293,63.1621749401,1
