PacketSeqNo,ArrivalTime,MulticastIdx
1,0.00191593170166,5.98273801804,1
2,0.104049921036,6.08412599564,1
3,0.207000017166,6.18809103966,1
4,0.31036901474,6.29158997536,1
5,0.413260936737,6.39480805397,1
6,0.515885829926,6.49571585655,1
7,0.618624925613,6.60011696815,1
8,0.722191810608,6.70328497887,1
9,0.824798822403,6.80398488045,1
10,0.92755484581,6.91158103943,1
11,1.03276801109,7.01452183723,1
12,1.13580203056,7.11668491364,1
13,1.23885798454,7.22052097321,1
14,1.34198498726,7.32359194756,1
15,1.44403982162,7.42593789101,1
16,1.5467569828,7.53107094765,1
17,1.65052580833,7.6316139698,1
18,1.75328588486,7.73372101784,1
19,1.85567784309,7.83568501472,1
20,1.96285295486,7.94596886635,1
21,2.06692194939,8.04879999161,1
22,2.16996884346,8.15268182755,1
23,2.27250385284,8.25624704361,1
24,2.37455701828,8.3586139679,1
25,2.47702097893,8.45834684372,1
26,2.57975482941,8.56126594543,1
27,2.68422889709,8.66479182243,1
28,2.78634595871,8.76952981949,1
29,2.88941287994,8.87323403358,1
30,2.99202799797,8.97125387192,1
31,3.09441781044,9.07426285744,1
32,3.1975209713,9.17968797684,1
33,3.3004360199,9.28086090088,1
34,3.40423798561,9.38551998138,1
35,3.50709080696,9.48984599113,3
36,3.61012291908,9.59320902824,3
37,3.71288204193,9.69413805008,3
38,3.81545090675,9.79746603966,3
39,3.91825699806,9.90038204193,3
40,4.02084493637,10.0038778782,3
41,4.12433290482,10.1053318977,3
42,4.22703480721,10.2099478245,3
43,4.32993793488,10.3107059002,3
44,4.43280100822,10.4146778584,3
45,4.53566598892,10.5192818642,3
46,4.63870096207,10.6221189499,3
47,4.74153399467,10.7212810516,3
48,4.84377503395,10.8221158981,3
49,4.94625496864,10.9284849167,3
50,5.0492708683,11.0301089287,3
51,5.15242695808,11.1336760521,3
52,5.25523900986,11.2381708622,3
53,5.35818982124,11.3452818394,3
54,5.46084880829,11.4402668476,3
55,5.56301093102,11.5455019474,3
56,5.6651058197,11.6446039677,3
57,5.7672598362,11.748497963,3
58,5.86913204193,11.8502519131,3
59,5.97085189819,11.9509379864,3
60,6.07269001007,12.0527629852,3
61,6.17452788353,12.1547338963,3
62,6.27619385719,12.2574539185,3
63,6.37835884094,12.3595268726,3
64,6.48001384735,12.4604449272,3
65,6.58254098892,12.5624158382,3
66,6.68554782867,12.6647720337,3
67,6.788189888,12.7693078518,3
68,6.89135098457,12.8740780354,3
69,6.99330997467,12.9728748798,3
70,7.09670782089,13.0803909302,3
71,7.19856882095,13.1796770096,3
72,7.30045294762,13.2788369656,3
73,7.40212082863,13.3839769363,3
74,7.50514483452,13.484828949,3
75,7.61031699181,13.5945699215,3
76,7.71650195122,13.6981189251,3
77,7.8208758831,13.7996890545,3
78,7.92575788498,13.9080200195,3
79,8.02757883072,14.0100209713,3
80,8.12916994095,14.111112833,3
81,8.23131585121,14.2140908241,3
82,8.33348083496,14.3144538403,3
83,8.43573784828,14.4151949883,3
84,8.5377869606,14.5184268951,3
85,8.63963389397,14.6200540066,3
86,8.74278187752,14.7228479385,3
87,8.8445110321,14.8273558617,3
88,8.94626903534,14.9261338711,3
89,9.05079603195,15.029034853,3
90,9.1524848938,15.1325469017,3
91,9.25733494759,15.2379870415,1
92,9.36171483994,15.3468549252,1
93,9.4641149044,15.4455509186,1
94,9.57255601883,15.5517020226,1
95,9.67492103577,15.6573898792,1
96,9.77710103989,15.758412838,1
97,9.87865781784,15.8637208939,1
98,9.98130083084,15.9630899429,1
99,10.0841329098,16.0651240349,1
100,10.1865599155,16.1666200161,1
101,10.2886459827,16.2681510448,1
102,10.3906109333,16.3721778393,1
103,10.493062973,16.4740989208,1
104,10.595443964,16.5770099163,1
105,10.6975469589,16.6799228191,1
106,10.8004448414,16.7811629772,1
107,10.9061639309,16.88712883,1
108,11.0081830025,16.9905920029,1
109,11.1114289761,17.0942349434,1
110,11.2134108543,17.1949129105,1
111,11.3149759769,17.2962698936,1
112,11.417069912,17.39742589,1
113,11.5190398693,17.4990520477,1
114,11.6210608482,17.6025879383,1
115,11.7234480381,17.7033798695,1
116,11.8249950409,17.8051609993,1
117,11.9265809059,17.9071040154,1
118,12.0286200047,18.0116899014,1
119,12.130797863,18.1093459129,1
120,12.2329618931,18.2131938934,1
121,12.3360979557,18.3159818649,1
122,12.4392268658,18.419246912,1
123,12.5423598289,18.5227549076,1
124,12.6466288567,18.6297080517,1
125,12.7487008572,18.7288408279,1
126,12.8503248692,18.8309588432,1
127,12.9520280361,18.9321718216,1
128,13.0536239147,19.0340468884,1
129,13.1552109718,19.1355700493,1
130,13.2627458572,19.2485859394,1
131,13.3646500111,19.3458340168,1
132,13.4713950157,19.4548969269,1
133,13.5757160187,19.5554969311,1
134,13.6773898602,19.6576769352,1
135,13.7791218758,19.7643330097,1
136,13.8814208508,19.8614099026,1
137,13.9835460186,19.9638988972,1
138,14.0853838921,20.0663869381,1
139,14.1870470047,20.1678600311,1
140,14.2912240028,20.2722129822,1
141,14.3928129673,20.3741629124,1
142,14.4948158264,20.4744448662,1
143,25.606703043,31.5945909023,2
144,25.6161129475,31.5968258381,2
145,25.618863821,31.5982949734,2
146,25.6221718788,31.6014859676,2
147,25.625715971,31.6103718281,2
148,25.6287608147,31.6115348339,2
149,25.6318080425,31.6157228947,2
150,25.635283947,31.6164979935,2
151,25.6387889385,31.6179618835,2
152,25.6416399479,31.6188080311,2
153,25.6456329823,31.630977869,2
154,25.6489388943,31.6314029694,2
155,25.6565890312,31.6383190155,2
156,25.6596779823,31.6393969059,2
157,25.6625318527,31.642608881,2
158,25.6656959057,31.6457688808,2
159,25.669246912,31.6472668648,2
160,25.6736559868,31.6588840485,2
161,25.676420927,31.6597328186,2
162,25.6791899204,31.6604478359,2
163,25.6822748184,31.6626338959,2
164,25.6851959229,31.664511919,2
165,25.6882669926,31.6737380028,2
166,25.69165802,31.6741688251,2
167,25.6953749657,31.6769008636,2
168,25.6988320351,31.677947998,2
169,25.7016899586,31.6808319092,2
