PacketSeqNo,ArrivalTime,MulticastIdx
1,6.88389706612,1
2,6.92726516724,1
3,6.97485494614,1
4,7.01102900505,1
5,7.05093693733,1
6,7.08728194237,1
7,7.12693309784,1
8,7.16782402992,1
9,7.21499705315,1
10,7.25484514236,1
11,7.30699706078,1
12,7.33889293671,1
13,7.37921905518,1
14,7.42695307732,1
15,7.48691105843,1
16,7.52305102348,1
17,7.56302499771,1
18,7.60685014725,1
19,7.65149497986,1
20,7.69502496719,1
21,7.72700810432,1
22,7.75883102417,1
23,7.79902696609,1
24,7.8654999733,1
25,7.89876914024,1
26,7.94638800621,1
27,7.98699307442,1
28,8.02690410614,1
29,8.05896806717,1
30,8.09882116318,1
31,8.15098214149,1
32,8.2128341198,1
33,8.2507481575,1
34,8.29126906395,1
35,8.33533000946,1
36,8.37124013901,1
37,8.43479609489,1
38,8.46743011475,1
39,8.52301001549,1
40,8.56710910797,1
41,8.61127495766,1
42,8.65090703964,1
43,8.68278694153,1
44,22.7668931484,2
45,22.8072609901,2
46,22.8587231636,2
47,22.8990011215,2
48,22.9388871193,2
49,22.9789919853,2
50,23.0268650055,2
51,23.0592420101,2
52,23.0990920067,2
53,23.1509549618,2
54,23.2032661438,2
55,23.246753931,2
56,23.2824430466,2
57,23.3337409496,2
58,23.3828880787,2
59,23.422547102,2
60,23.4630150795,2
61,23.5083920956,2
62,23.5667991638,2
63,23.6032140255,2
64,23.6507461071,2
65,23.68277812,2
66,23.7350051403,2
67,23.780616045,2
68,23.8269741535,2
69,23.8711850643,0
70,23.8990981579,0
71,23.9311800003,0
72,23.9892280102,0
73,24.0270020962,0
74,24.068128109,0
75,24.1246230602,0
76,24.1707611084,0
77,24.2187950611,0
78,24.2760500908,0
79,24.3150589466,0
80,24.3590669632,0
81,24.4070680141,0
82,24.455080986,0
83,24.4987859726,0
84,24.5508799553,0
85,24.5991749763,0
86,24.647382021,0
87,24.6912231445,0
88,24.7349660397,0
89,24.7789731026,0
90,24.8393199444,0
91,24.870675087,0
92,24.9109950066,0
93,24.9630849361,2
94,24.9906971455,2
95,25.0269751549,2
96,25.0711550713,2
97,25.1025619507,2
98,25.1470601559,2
99,25.1964230537,2
100,25.2508611679,2
101,25.3346350193,2
102,25.3830580711,2
103,25.4508640766,2
104,25.4879529476,2
105,25.5405981541,2
106,25.5909409523,2
107,25.643392086,2
108,25.6835861206,2
109,25.7273650169,2
110,25.7829620838,2
111,25.8229670525,2
112,25.8547530174,2
113,25.8951640129,2
114,25.9270670414,2
115,25.9641590118,2
116,26.0077941418,2
117,26.0473680496,2
118,26.1032309532,0
119,26.1229450703,0
120,26.155313015,0
121,26.1953289509,0
122,26.2677049637,0
123,26.3137731552,0
124,26.3549201488,0
125,26.3950331211,0
126,26.4352920055,0
127,26.4867680073,0
128,26.5265030861,0
129,26.5750551224,0
130,26.6307830811,0
131,26.6706011295,0
132,26.7071020603,0
133,26.7547740936,0
134,26.7909090519,0
135,26.8355250359,0
136,26.8710751534,0
137,26.9070110321,0
138,26.9511101246,0
139,26.9947960377,0
140,27.0390710831,0
141,27.0828840733,0
142,27.12292099,0
143,27.1665990353,0
144,27.2158329487,0
145,27.2667291164,0
146,27.326841116,0
147,27.3705210686,0
148,27.4510400295,2
149,27.4928400517,2
150,27.5597541332,2
151,27.6026909351,2
152,27.6588101387,2
153,27.7071731091,2
154,27.7468149662,2
155,27.7787411213,2
156,27.8186421394,2
157,27.8586850166,2
158,27.9107670784,2
159,27.9597949982,2
160,27.9907701015,2
161,28.0286071301,2
162,28.0733590126,2
163,28.1110191345,2
164,28.1633579731,2
165,28.2286331654,2
166,28.2800059319,2
167,28.3192131519,2
168,28.3682601452,2
169,28.4056341648,2
170,28.4551041126,2
171,28.5270619392,0
172,28.551142931,0
173,28.6067130566,0
174,28.6548790932,0
175,28.6951911449,0
176,28.7547881603,0
177,28.7948420048,0
178,28.8514590263,0
179,28.8950669765,0
180,28.9433240891,0
181,28.990819931,0
182,29.0469241142,0
183,29.098706007,0
184,29.1429979801,0
185,29.1910140514,0
186,29.2309710979,0
187,29.2670600414,0
188,29.3230030537,0
189,29.3713049889,0
190,29.4394481182,0
191,29.4749000072,0
192,29.5383520126,0
193,29.570731163,0
194,29.6150679588,0
195,29.655092001,2
196,29.6869609356,2
197,29.7226541042,2
198,29.7711601257,2
199,29.8228571415,2
200,29.8626990318,2
201,29.8949661255,2
202,29.9345910549,2
203,29.974832058,2
204,30.0190019608,2
205,30.0588600636,2
206,30.1027560234,2
207,30.1520240307,2
208,30.2068679333,2
209,30.2388861179,2
210,30.2834291458,2
211,30.3309710026,2
212,30.3750309944,2
213,30.4230101109,2
214,30.4587349892,2
215,30.4908690453,2
216,30.5350811481,2
217,30.6030859947,2
218,30.6469810009,2
219,30.6867649555,2
220,30.7308290005,2
221,30.7751171589,2
222,30.8190779686,2
223,30.883202076,0
224,30.890871048,0
225,30.9356660843,0
226,30.9909579754,0
227,31.0270090103,0
228,31.0720410347,0
229,31.1230270863,0
230,31.1628470421,0
231,31.2112190723,0
232,31.2510249615,0
233,31.2950060368,0
234,31.3330290318,0
235,31.3705790043,0
236,31.4242680073,0
237,31.4684450626,0
238,31.5401339531,0
239,31.5869679451,0
240,31.6270401478,0
241,31.670732975,0
242,31.718693018,0
243,31.7634689808,0
244,31.8150179386,0
245,31.8590190411,0
246,31.8988120556,0
247,31.9467101097,0
248,31.9784660339,0
249,32.0269391537,2
250,32.079087019,2
251,32.1234810352,2
252,32.1634111404,2
253,32.2002029419,2
254,32.240391016,2
255,32.284496069,2
256,32.3345711231,2
257,32.3705711365,2
258,32.4155931473,2
259,32.4525380135,2
260,32.5094361305,2
261,32.563724041,2
262,32.6082861423,2
263,32.6468269825,2
264,32.6947529316,2
265,32.7267420292,2
266,32.758660078,2
267,32.8067760468,2
268,32.8469970226,2
269,32.8986270428,2
270,32.9389779568,2
271,32.9908840656,2
272,33.038793087,2
273,33.0790150166,2
274,33.1151750088,2
275,33.1710381508,2
276,33.2309839725,0
277,33.266960144,0
278,33.3069810867,0
279,33.3516671658,0
280,33.4153411388,0
281,33.450865984,0
282,33.4922289848,0
283,33.554708004,0
284,33.5990140438,0
285,33.6306891441,0
286,33.6709890366,0
287,33.7189559937,0
288,33.7671439648,0
289,33.8066740036,0
290,33.8627080917,0
291,33.9069111347,0
292,33.9389159679,0
293,33.9790000916,0
294,34.0148861408,0
295,34.0587871075,0
296,34.098760128,0
297,34.1472389698,0
298,34.1987860203,0
299,34.2389960289,0
300,34.2867341042,0
301,34.3386731148,0
302,48.4455599785,3
303,48.5068621635,3
304,48.5586619377,3
305,48.5990669727,3
306,48.6478991508,3
307,48.6897621155,3
308,48.7268300056,3
309,48.7589230537,3
310,48.7951760292,3
311,48.8470461369,3
312,48.8910119534,3
313,48.9279630184,3
314,48.9789609909,3
315,49.0310750008,3
316,49.0710980892,3
317,49.1160681248,3
318,49.1549320221,3
319,49.1991779804,3
320,49.2510471344,3
321,49.3031489849,3
322,49.3401310444,3
323,49.3912539482,3
324,49.454916954,3
325,49.4916901588,3
326,49.5505170822,3
327,49.6146810055,3
328,49.66310215,3
329,49.7200391293,1
330,49.7587480545,1
331,49.8074319363,1
332,49.8466939926,1
333,49.8910341263,1
334,49.9385609627,1
335,49.9792661667,1
336,50.0189299583,1
337,50.0650620461,1
338,50.1067531109,1
339,50.1747159958,1
340,50.2189891338,1
341,50.2507469654,1
