FlowIdx,ArrivalTime,GeneratingTime,FlowDelay,MulticastIdx,GWDelay,UEDelay,Protocol
271.0,14.9956300259,14.2560620308,0.7460560799,3.0,100.0,50.0,3GPP
272.0,15.0420548916,14.3012919426,0.7472510338,3.0,100.0,50.0,3GPP
273.0,15.1381258964,14.3973350525,0.7472789287,3.0,100.0,50.0,3GPP
274.0,15.2327129841,14.4936230183,0.7455780506,3.0,100.0,50.0,3GPP
275.0,15.2855949402,14.5455610752,0.7465219498,3.0,100.0,50.0,3GPP
276.0,15.299134016,14.5577540398,0.747868061,3.0,100.0,50.0,3GPP
277.0,15.3095769882,14.5700359344,0.7460291386,3.0,100.0,50.0,3GPP
278.0,15.3575088978,14.6170179844,0.7469789982,3.0,100.0,50.0,3GPP
279.0,15.4549190998,14.712323904,0.7490832806,3.0,100.0,50.0,3GPP
280.0,15.5492110252,14.8101139069,0.7455852031,3.0,100.0,50.0,3GPP
281.0,15.6019060612,14.8620669842,0.7463271618,3.0,100.0,50.0,3GPP
282.0,15.6124150753,14.8741889,0.7447142601,3.0,100.0,50.0,3GPP
283.0,15.6249740124,14.8863399029,0.7451221943,3.0,100.0,50.0,3GPP
284.0,15.6702120304,14.9316179752,0.74508214,3.0,100.0,50.0,3GPP
285.0,15.7672131061,15.0280880928,0.7456130981,3.0,100.0,50.0,3GPP
286.0,15.8683919907,15.1298019886,0.7450780869,3.0,100.0,50.0,3GPP
287.0,15.9247429371,15.1852450371,0.7459859848,3.0,100.0,50.0,3GPP
288.0,15.9423670769,15.1977629662,0.7510921955,3.0,100.0,50.0,3GPP
289.0,15.9486410618,15.2098491192,0.7452800274,3.0,100.0,50.0,3GPP
290.0,15.9961419105,15.2560150623,0.746614933,3.0,100.0,50.0,3GPP
291.0,16.0928881168,15.3546330929,0.7447431087,3.0,100.0,50.0,3GPP
292.0,16.1896469593,15.4496219158,0.7465131283,3.0,100.0,50.0,3GPP
293.0,16.2419810295,15.5015799999,0.7468891144,3.0,100.0,50.0,3GPP
294.0,16.2528169155,15.513767004,0.7455379963,3.0,100.0,50.0,3GPP
295.0,16.2717580795,15.5269811153,0.751265049,3.0,100.0,50.0,3GPP
296.0,16.3123910427,15.5721731186,0.7467060089,3.0,100.0,50.0,3GPP
297.0,16.409733057,15.6680309772,0.7481901646,3.0,100.0,50.0,3GPP
298.0,16.5068800449,15.7656240463,0.7477440834,3.0,100.0,50.0,3GPP
299.0,16.5569388866,15.8177390099,0.7456879615,3.0,100.0,50.0,3GPP
300.0,16.5695369244,15.8304829597,0.7455420495,3.0,100.0,50.0,3GPP
301.0,16.5849850178,15.8428530693,0.7486200333,3.0,100.0,50.0,3GPP
302.0,16.6378090382,15.8947360516,0.7495610714,3.0,100.0,50.0,3GPP
303.0,16.7350049019,15.9902620316,0.7512309551,3.0,100.0,50.0,3GPP
304.0,16.8243539333,16.0853710175,0.7454710006,3.0,100.0,50.0,3GPP
305.0,16.876816988,16.1372640133,0.7460410595,3.0,100.0,50.0,3GPP
306.0,16.8923459053,16.1490700245,0.7497639656,3.0,100.0,50.0,3GPP
307.0,16.9039099216,16.1612119675,0.7491860389,3.0,100.0,50.0,3GPP
308.0,16.9472029209,16.2077538967,0.745937109,3.0,100.0,50.0,3GPP
309.0,17.0437760353,16.3041329384,0.7461311817,3.0,100.0,50.0,3GPP
310.0,17.1380209923,16.3993160725,0.7451930046,3.0,100.0,50.0,3GPP
311.0,17.1906399727,16.4510760307,0.7460520268,3.0,100.0,50.0,3GPP
312.0,17.2009620666,16.4627289772,0.7447211742,3.0,100.0,50.0,3GPP
313.0,17.2135701179,16.4751880169,0.7448701858,3.0,100.0,50.0,3GPP
314.0,17.2604510784,16.5204091072,0.746530056,3.0,100.0,50.0,3GPP
315.0,17.3543078899,16.6157279015,0.7450680732,3.0,100.0,50.0,3GPP
316.0,17.449723959,16.7108449936,0.7453670502,3.0,100.0,50.0,3GPP
317.0,17.50466609,16.7627949715,0.7483592033,3.0,100.0,50.0,3GPP
318.0,17.5223610401,16.7749121189,0.753937006,3.0,100.0,50.0,3GPP
319.0,17.5347969532,16.7886049747,0.7526800633,3.0,100.0,50.0,3GPP
320.0,17.5758459568,16.8342440128,0.7480900288,3.0,100.0,50.0,3GPP
321.0,17.6696460247,16.9313600063,0.7447741032,3.0,100.0,50.0,3GPP
322.0,17.7669830322,17.0267438889,0.7467272281,3.0,100.0,50.0,3GPP
323.0,17.8173210621,17.0792438984,0.7445652485,3.0,100.0,50.0,3GPP
324.0,17.8298590183,17.0910160542,0.7453310489,3.0,100.0,50.0,3GPP
325.0,17.8438799381,17.1039791107,0.7463889122,3.0,100.0,50.0,3GPP
326.0,17.8878729343,17.1493439674,0.7450170517,3.0,100.0,50.0,3GPP
327.0,17.9851489067,17.2446289062,0.7470080853,3.0,100.0,50.0,3GPP
328.0,18.0811309814,17.3410708904,0.7465481758,3.0,100.0,50.0,3GPP
329.0,18.1311109066,17.3929738998,0.7446250916,3.0,100.0,50.0,3GPP
