coord_x,coord_y,times
75,75,47.3933384126929
22.5606280809042,169.440391488557,52.4373702976686
132.30109181485,217.655534522483,0.255078189936713
132.192861255681,217.182879462587,8.195211015796
123.990833406121,229.942877186366,0.705228227256043
130.09005167172,194.86289347487,13.2605555121934
125.755270830055,171.080656722841,38.471020230704
51.8787220353136,159.932481600756,16.6828146967086
41.2475560380009,179.958806672537,4.58027715946262
44.8065652231312,176.794058590527,55.095362595868
66.3182929113416,112.95235213137,38.3375120144403
111.988498906967,38.5483108608213,35.390638286829
220.83187907993,133.090058383101,10.2279218913913
218.626568574516,118.050736652166,30.1173804616784
204.562711434851,65.9234625120527,7.68978333396901
189.365861807185,51.7446881853845,2.31553148187899
189.654728080814,49.4320759694322,14.2321973461322
200.051567497127,50.2058727447059,53.2692301329634
94.2379711406776,56.3394750062428,56.9170242982407
209.747320396164,80.584976350254,17.8272837754024
176.970089097382,46.525164588397,20.6872283017327
191.866645982869,85.5035889224173,11.4162759399061
232.18165478189,136.732148072949,8.51210267707647
215.16999019056,123.323165851692,8.35166321854619
205.688667447664,106.965901153886,7.07671869063951
219.831577551824,117.07096719382,1.99365109585416
207.030494917557,73.2231235731488,24.0394432377026
188.798463850664,39.264753056146,49.6741241794608
199.419828001844,106.224572780724,3.96865233854212
190.888785902189,130.401083344814,34.4504844497109
122.965013480359,93.7543237148742,5.86024943156384
123.240494931002,82.0430283958745,2.24489169021838
118.975278574393,83.649959434426,4.59266600937214
120.223974559497,92.72149433776,7.88924274766253
160.308069153628,141.627320751531,1.99053777310173
159.57141729185,142.133856280854,36.2291879571392
104.121853936519,85.7698891768505,14.7098236204773
133.479448475605,85.8469089475254,12.7239732243223
111.440306912644,97.6782722460966,5.72410970089032
121.47592234559,103.668182109214,1.72979352668287
172.342869282239,135.122914108385,9.49315542983755
182.030898281156,131.946823506215,6.9936634282321
174.315124128366,134.340231376721,10.5397394181291
153.411381899769,126.288209984714,2.28184916140962
147.036252759144,153.32881642253,34.6600874677046
107.987834143832,182.392505212538,25.1734652836788
