PacketSeqNo,GeneratedTime(sec),ArrivalTime(sec),MulticastIdx
1,0.00190496444702,5.75698399544,1
2,0.104547977448,5.85979390144,1
3,0.2073969841,5.96337294579,1
4,0.310351848602,6.06679797173,1
5,0.414177894592,6.17159104347,1
6,0.516710996628,6.27140903473,1
7,0.6190969944,6.37387800217,1
8,0.722268819809,6.47773790359,1
9,0.8257188797,6.58150792122,1
10,0.928436040878,6.68810987473,1
11,1.03317189217,6.78890395164,1
12,1.13708591461,6.89226102829,1
13,1.24076581001,6.99671602249,1
14,1.34387302399,7.09960103035,1
15,1.44712901115,7.20333194733,1
16,1.55002903938,7.30705404282,1
17,1.65291380882,7.40880894661,1
18,1.75544595718,7.51146101952,1
19,1.85934996605,7.61439204216,1
20,1.96341395378,7.71989297867,1
21,2.06751799583,7.82273387909,1
22,2.17049384117,7.92909693718,1
23,2.2737569809,8.02917098999,1
24,2.37690901756,8.13340783119,1
25,2.48009181023,8.23625588417,1
26,2.5830848217,8.33781003952,1
27,2.68570590019,8.44163298607,1
28,2.7887468338,8.54376387596,1
29,2.89235186577,8.64822602272,1
30,2.99476885796,8.75012898445,1
31,3.09766387939,8.85289001465,1
32,3.20082902908,8.95599985123,3
33,3.30417990685,9.06002688408,3
34,3.40819787979,9.16709399223,3
35,3.51129984856,9.26618504524,3
36,3.6143758297,9.36970281601,3
37,3.7172369957,9.47561883926,3
38,3.82009291649,9.57559299469,3
39,3.92307591438,9.67883396149,3
40,4.02581691742,9.78485989571,3
41,4.1293888092,9.88444185257,3
42,4.23243498802,9.98797082901,3
43,4.3355038166,10.090225935,3
44,4.43899798393,10.1959559917,3
45,4.54196381569,10.2983198166,3
46,4.64426493645,10.3977718353,3
47,4.7471549511,10.5031738281,3
48,4.85023093224,10.6074440479,3
49,4.95322394371,10.7089948654,3
50,5.0565829277,10.8130278587,3
51,5.15958094597,10.9143679142,3
52,5.26284599304,11.019053936,3
53,5.36623597145,11.1220760345,3
54,5.46923685074,11.2251288891,3
55,5.57200193405,11.3269510269,3
56,5.67444491386,11.4305548668,3
57,5.77806687355,11.532886982,3
58,5.88116502762,11.6396028996,3
59,5.98444986343,11.7393839359,3
60,6.08763504028,11.8421239853,3
61,6.19041395187,11.9452588558,3
62,6.29331088066,12.0485990047,3
63,6.39575099945,12.1508288383,3
64,6.4992249012,12.2549779415,3
65,6.60208797455,12.3576779366,3
66,6.70546293259,12.4601948261,3
67,6.80945181847,12.5643239021,3
68,6.91249585152,12.6684749126,3
69,7.01578688622,12.7718980312,3
