coord_x,coord_y,times
75,75,1.88937893288796
73.5400133687532,76.4787940492506,2.29831034654787
75.8369355593388,74.1804992369568,3.56916033570281
72.5382512818292,77.5403081544872,4.35290264176262
71.1284060145487,78.9101742721047,4.62677401108886
75.7547305490496,74.2921858833299,3.91816895866196
71.8464162280201,78.1839846872525,2.90979751558004
74.7551089709348,75.2812557982174,3.57220474917343
71.2717193181906,78.7368727612223,2.27664351117987
68.9957318399347,81.0112709836831,3.30761369575586
72.1245748751011,77.8769830768962,3.67347691811474
72.6585930747003,77.5537899443613,1.67434763982541
72.8461494194152,77.2266715991789,2.45222391818084
73.5318708594211,76.468129770124,4.52065878333977
74.1258335644473,76.1428412321193,2.85512221164792
73.9127706161428,76.1229634475177,2.54315442768449
76.2818269202533,73.810295405635,1.22832464540914
76.8591187972376,73.3269555049034,2.48550268751391
74.4040400957182,75.7354812975455,3.26816199895932
75.541079276909,74.4594456101892,2.14778053125083
75.8198808839604,74.2300011184182,1.01955716135985
76.8370112693159,73.2106095141352,4.36978709344153
81.1984766590605,68.8709059171479,4.44557273098159
79.0607660083769,71.4285111082795,1.48569721788553
79.7156140688542,71.0229441159958,3.48083785872954
80.3740813323213,69.8485298105292,1.12572235910414
81.2600605150456,69.0514047853681,2.47646634583961
83.5849369099996,66.6412126628936,2.74820951719857
82.2197951876408,67.8173964449409,2.97015299935112
82.1457226562169,67.8772550839815,3.56693353677309
82.7685406959651,67.5466867037847,3.49078416283184
83.198920532926,66.8273079288312,4.72672933294765
87.0355258237178,62.9899812011604,2.55172652205108
84.5913553160197,65.4655641558595,3.16326996749492
86.8710155209952,63.1291734232635,1.26860640984389
85.7026844559106,64.2992298762953,3.51607002212746
86.1135449171979,64.019327233433,2.77748924979893
84.8672499546327,65.1378700420026,4.12557492161267
82.5685575886873,67.6441254845653,1.39485679418777
83.9549810238228,66.2492799259108,2.85619374496652
82.277825497105,67.7533828542646,3.18784646795185
83.4290751044146,66.5992864810762,3.08071028708163
84.5434361453607,65.4839856339193,1.1748203497393
84.9152747103221,65.1726071444867,2.98041707116637
82.7725061602298,67.5030552179432,1.58141008399078
84.040713743488,66.1386984225128,1.65748907051231
83.9118283025972,66.4654179649999,4.55027057451831
88.4076029771736,61.9158034702381,1.50256574715745
87.6214091685865,62.8842948702513,4.53123256786341
91.6322708718409,58.6153094142248,3.36242587841483
92.1612549825294,57.8501563640774,1.62178347275212
92.3845652015012,57.6224473997826,3.60790203243885
90.7575058496936,59.4526194783088,1.96767544686034
92.6186015734066,57.6804596948402,2.26565078422816
94.4644090013194,56.0526035425426,1.61172017981473
95.3623931465985,55.4263063553302,3.7564603550692
97.2380072201701,54.4581762886888,2.86615853010803
94.8055208183234,57.2479702978128,4.49879909149907
90.7921999945719,60.4754995456159,4.19650757673906
88.712134485059,61.7444439744395,2.08187903174571
90.7805950744905,59.7424998174655,1.88720407607322
91.5907816616843,58.689953703228,3.96642513970583
89.4736093689006,60.5420034359393,4.75385450059428
93.5805637290477,56.599074044049,4.55059667620091
97.2976288987431,53.2936988043175,3.72931837391545
100.26722792111,50.0077254391446,2.84811742571031
98.1355025092911,51.9438953740529,3.84621144005929
95.6523064629438,54.7308810014834,1.82968163342476
97.2458050564672,53.3051554763851,3.26508144968244
94.02670863366,56.5699452216611,3.24648900579994
95.0248756296179,56.2987882048468,2.40015208184899
94.3172791586649,56.439634735715,3.82357444349708
98.1261561084783,52.7948821796925,3.04280307607642
97.0028535623523,54.6295043289394,3.93207912164327
98.0667786649483,52.6444792815715,3.13227571403006
94.9371245562898,55.7372483892862,2.59577865271736
97.1868985421115,53.8219933185781,4.51420697606505
99.5095084786926,50.8099739985963,3.37373344334241
100.96374881639,49.9415992640097,2.51350744282149
98.5091202124598,52.4546843982053,4.34453226861281
97.7073584561547,54.4654768063065,2.1724358553098
96.9495772266598,54.5384399354512,2.05794448661028
98.8326629626682,52.9972292047454,1.23695053353311
99.5297906328334,52.0187135751381,4.0390669326021
95.5268255319269,55.7115569579685,4.45092487196353
