Packet Index,Arrival Time,GeneratingTime,FlowDelay,MulticastIdx,GWDelay,UEDelay,Protocol
64.0,20.6705141067,4.15126419067,16.521107912,2.0,5000.0,250.0,3GPP
65.0,20.6758420467,4.14193797112,16.5357620716,2.0,5000.0,250.0,3GPP
66.0,20.680095911,4.13945698738,16.5424969196,2.0,5000.0,250.0,3GPP
67.0,20.6843481064,4.13679504395,16.5494110584,2.0,5000.0,250.0,3GPP
68.0,20.6847419739,4.13394904137,16.5526509285,2.0,5000.0,250.0,3GPP
69.0,20.6864740848,4.13103818893,16.5572938919,2.0,5000.0,250.0,3GPP
70.0,20.6901171207,4.12803816795,16.5639369488,2.0,5000.0,250.0,3GPP
71.0,20.6944711208,4.12512302399,16.5712060928,2.0,5000.0,250.0,3GPP
72.0,20.6951498985,4.12238001823,16.5746278763,2.0,5000.0,250.0,3GPP
73.0,20.6984050274,4.11956119537,16.580701828,2.0,5000.0,250.0,3GPP
74.0,20.6999630928,4.11675405502,16.5850670338,2.0,5000.0,250.0,3GPP
75.0,20.7024290562,4.11378717422,16.590499878,2.0,5000.0,250.0,3GPP
76.0,20.7119550705,4.10429596901,16.6095170975,2.0,5000.0,250.0,3GPP
77.0,20.7153289318,4.10118699074,16.6159999371,2.0,5000.0,250.0,3GPP
78.0,20.7211790085,4.09861111641,16.6244258881,2.0,5000.0,250.0,3GPP
79.0,20.7240440845,4.09615302086,16.6297490596,2.0,5000.0,250.0,3GPP
80.0,20.7244420051,4.09381818771,16.6324818134,2.0,5000.0,250.0,3GPP
81.0,20.7299110889,4.09148812294,16.640280962,2.0,5000.0,250.0,3GPP
82.0,20.7303209305,4.08897519112,16.6432037354,2.0,5000.0,250.0,3GPP
83.0,20.7331380844,4.08624100685,16.6487550735,2.0,5000.0,250.0,3GPP
84.0,20.7419509888,4.08393907547,16.6598699093,2.0,5000.0,250.0,3GPP
85.0,20.7500789165,4.08148407936,16.6704528331,2.0,5000.0,250.0,3GPP
86.0,20.7537050247,4.07898402214,16.6765789986,2.0,5000.0,250.0,3GPP
87.0,20.7558290958,4.07639503479,16.681292057,2.0,5000.0,250.0,3GPP
88.0,20.7654950619,4.07366013527,16.6936929226,2.0,5000.0,250.0,3GPP
89.0,20.765900135,4.07090115547,16.6968569755,2.0,5000.0,250.0,3GPP
90.0,20.7662949562,4.06828713417,16.699865818,2.0,5000.0,250.0,3GPP
91.0,20.7676570415,4.06580114365,16.7037138939,2.0,5000.0,250.0,3GPP
92.0,20.7711439133,4.06295204163,16.7100498677,2.0,5000.0,250.0,3GPP
93.0,20.7715599537,4.06018996239,16.7132279873,2.0,5000.0,250.0,3GPP
94.0,20.7745769024,4.05767607689,16.7187588215,2.0,5000.0,250.0,3GPP
95.0,20.7802410126,4.05490207672,16.7271969319,2.0,5000.0,250.0,3GPP
96.0,20.7807641029,4.05217599869,16.7304461002,2.0,5000.0,250.0,3GPP
97.0,20.7811980247,4.04967808723,16.7333779335,2.0,5000.0,250.0,3GPP
98.0,20.7824540138,4.04293298721,16.7413790226,2.0,5000.0,250.0,3GPP
99.0,20.7858641147,4.04047107697,16.7472510337,2.0,5000.0,250.0,3GPP
