PacketSeqNo,GeneratedTime(sec),ArrivalTime(sec),MulticastIdx
1,0.00292491912842,13.6658000946,1
2,0.10485291481,13.7646579742,1
3,0.207155942917,13.865664959,1
4,0.309359073639,13.9677128792,1
5,0.411786079407,14.0719540119,1
6,0.514863014221,14.1745169163,1
7,0.617296934128,14.2750740051,1
8,0.719631910324,14.3755860329,1
9,0.822912931442,14.4812309742,1
10,0.925384044647,14.585064888,1
11,1.03068804741,14.6882309914,1
12,1.13383889198,14.7931849957,1
13,1.2367579937,14.8965940475,1
14,1.33974194527,14.9966158867,1
15,1.44258499146,15.1007781029,1
16,1.5451669693,15.2034039497,1
17,1.64785909653,15.3060929775,1
18,1.75039410591,15.4080228806,1
19,1.85329294205,15.5097210407,1
20,1.95620107651,15.6139431,1
21,2.05858302116,15.7172050476,1
22,2.16178011894,15.8201029301,1
23,2.26507306099,15.9207789898,1
24,2.36750006676,16.0247540474,1
25,2.47031593323,16.1278290749,1
26,2.57299304008,16.2290780544,1
27,2.67561101913,16.3341419697,1
28,2.77856898308,16.4399909973,1
29,2.88213396072,16.5408430099,1
30,2.9849550724,16.6417338848,1
31,3.08750391006,16.7450668812,1
32,3.19073605537,16.8496069908,1
33,3.29377794266,16.9525909424,1
34,3.39648199081,17.0545680523,1
35,3.49928998947,17.1565010548,1
36,3.60223197937,17.2603619099,1
37,3.70537304878,17.3644070625,1
38,3.80809903145,17.4661419392,1
39,3.91112804413,17.5685360432,1
40,4.0144109726,17.6726548672,1
41,4.11722493172,17.7744150162,1
42,4.21970009804,17.8770999908,1
43,4.32267093658,17.9790859222,2
44,4.42569708824,18.0834178925,2
45,4.52834701538,18.1847369671,2
46,4.63096404076,18.2892010212,2
47,4.7339630127,18.3909330368,2
48,4.83672094345,18.4986000061,2
49,4.93967700005,18.596378088,2
50,5.04270601273,18.6997289658,2
51,5.14563798904,18.8032939434,2
52,5.24763703346,18.9064159393,2
53,5.35018801689,19.0071079731,2
54,5.45309090614,19.1105060577,2
55,5.55552911758,19.2121019363,2
56,5.6576359272,19.3156869411,2
57,5.76018190384,19.4189059734,2
58,5.86274003983,19.5220389366,2
59,5.96533989906,19.6239349842,2
60,6.06815910339,19.7262980938,2
61,6.17057991028,19.8281540871,2
62,6.27338600159,19.9325408936,2
63,6.37687492371,20.0345308781,2
64,6.47919988632,20.1370329857,2
65,6.58217406273,20.2440268993,2
66,6.68489193916,20.3453409672,2
67,6.78761196136,20.4456059933,2
68,6.89039993286,20.5482470989,2
69,6.99365997314,20.6554019451,2
70,7.09672188759,20.7589640617,2
71,7.20028209686,20.8598229885,2
72,7.30355501175,20.9618809223,2
73,7.40626096725,21.0636570454,2
74,7.51071095467,21.1689009666,2
75,7.61306190491,21.2748000622,2
76,7.71544909477,21.374268055,2
77,7.81850910187,21.4756729603,2
78,7.92154192924,21.5804429054,2
79,8.02466511726,21.6815309525,2
80,8.12742400169,21.7857670784,2
81,8.23008489609,21.8870339394,2
82,8.33253908157,21.9908180237,0
83,8.43551707268,22.0924739838,0
84,8.53741002083,22.194341898,0
85,8.63952803612,22.2985160351,0
86,8.74161195755,22.401499033,0
87,8.84395909309,22.5022699833,0
88,8.94586491585,22.6032390594,0
89,9.04798293114,22.706526041,0
90,9.15288996696,22.81123209,0
91,9.25508999825,22.9134218693,0
92,9.35697793961,23.0141320229,0
93,9.45976209641,23.1169300079,0
94,9.56229400635,23.2199518681,0
95,9.66492390633,23.3240609169,0
96,9.76722693443,23.4244120121,0
97,9.86994290352,23.5287899971,0
98,9.97272706032,23.6324908733,0
99,10.0754959583,23.7331650257,0
100,10.1783220768,23.8363509178,0
101,10.2821640968,23.9434740543,0
102,10.3849921227,24.042372942,0
103,10.4873070717,24.1445450783,0
104,10.5893468857,24.2468528748,0
105,10.6913940907,24.3494949341,0
106,10.7935860157,24.4538650513,0
107,10.8959720135,24.5542030334,0
108,10.9983520508,24.6555790901,0
109,11.1018459797,24.7600269318,0
110,11.205384016,24.8652439117,0
111,11.3082048893,24.9682970047,0
112,11.4115400314,25.0708529949,0
113,11.5143198967,25.1723620892,0
114,11.6175808907,25.2750399113,0
115,11.7201330662,25.3767330647,0
116,11.8225009441,25.4801650047,0
117,11.9246439934,25.582005024,0
118,12.0264289379,25.6866688728,0
119,12.128524065,25.7862389088,0
120,12.2307500839,25.8880910873,3
