PacketSeqNo,GeneratingTime,ArrivalTime,MulticastIdx
1,0.00201106071472,11.1415221691,1
2,0.105473041534,11.248827219,1
3,0.208409070969,11.3483240604,1
4,0.310904026031,11.4584670067,1
5,0.413389921188,11.5556371212,1
6,0.517836093903,11.6601901054,1
7,0.620090007782,11.7642781734,1
8,0.722594976425,11.8629350662,1
9,0.825273990631,11.9695022106,1
10,0.929043054581,12.0780220032,1
11,1.03442907333,12.1829822063,1
12,1.13660407066,12.2809870243,1
13,1.23898601532,12.3786351681,1
14,1.34205889702,12.4889431,1
15,1.44571208954,12.5853960514,1
16,1.54754209518,12.6862850189,1
17,1.64975190163,12.8065321445,1
18,1.75219893456,12.8920521736,1
19,1.85552406311,12.9966571331,1
20,1.95835900307,13.1093950272,1
21,2.06223702431,13.2020771503,1
22,2.16521906853,13.3102271557,1
23,2.26791596413,13.4080340862,1
24,2.37063193321,13.518903017,1
25,2.47310400009,13.6142921448,1
26,2.57605600357,13.7185790539,1
27,2.67858910561,13.8252332211,1
28,2.78105902672,13.921200037,1
29,2.88371396065,14.0280721188,1
30,2.98798012733,14.1319990158,1
31,3.09053707123,14.2363870144,1
32,3.19309401512,14.3367500305,1
33,3.29581308365,14.4453580379,1
34,3.39865112305,14.5429601669,1
35,3.50168800354,14.6401910782,1
36,3.60456609726,14.748827219,1
37,3.70785093307,14.8571650982,1
38,3.81041908264,14.9581801891,1
39,3.91310095787,15.0584540367,1
40,4.0159869194,15.1583750248,1
41,4.11928510666,15.2588012218,1
42,4.22194194794,15.3654332161,3
43,4.3252351284,15.4823260307,3
44,4.42794489861,15.5691351891,3
45,4.53064203262,15.6758451462,3
46,4.63335704803,15.7735271454,3
47,4.73597002029,15.8807461262,3
48,4.83849811554,15.9873502254,3
49,4.94178104401,16.0824840069,3
50,5.04409003258,16.1883230209,3
51,5.14746999741,16.2958681583,3
52,5.24966907501,16.3888690472,3
53,5.35249495506,16.4928200245,3
54,5.45535111427,16.5968391895,3
55,5.55776691437,16.6983971596,3
56,5.66031599045,16.8027300835,3
57,5.76296305656,16.9093670845,3
58,5.86575007439,17.0126821995,3
59,5.96849012375,17.1132760048,3
60,6.07101607323,17.2183411121,3
61,6.17380309105,17.3204381466,3
62,6.27722811699,17.4325861931,3
63,6.38067412376,17.5218160152,3
64,6.48392891884,17.6260881424,3
65,6.58743309975,17.7289030552,3
66,6.68993806839,17.8294641972,3
67,6.79250192642,17.9374492168,3
68,6.89543008804,18.0348260403,3
69,6.99819612503,18.1441240311,3
70,7.10108399391,18.247148037,3
71,7.20381307602,18.3434741497,3
72,7.30691099167,18.4495520592,3
73,7.40992212296,18.5518600941,3
74,7.51365303993,18.6636371613,3
75,7.61601805687,18.7629201412,3
76,7.71907997131,18.8664991856,3
77,7.82179403305,18.9629662037,3
78,7.92474603653,19.071116209,3
79,8.02751111984,19.1682970524,3
80,8.13057804108,19.2729561329,3
81,8.2331340313,19.3825612068,3
82,8.3360080719,19.4747700691,3
83,8.43877696991,19.5891420841,3
84,8.5417869091,19.6825530529,1
85,8.64492201805,19.787238121,1
86,8.74809193611,19.8914041519,1
87,8.85105490685,20.0041661263,1
88,8.95432710648,20.0982530117,1
89,9.05776500702,20.1988470554,1
90,9.16001605988,20.3057091236,1
91,9.26224589348,20.4096190929,1
92,9.36509394646,20.5088710785,1
93,9.46817612648,20.6085631847,1
94,9.57034802437,20.7133522034,1
95,9.67403006554,20.8186240196,1
96,9.77644205093,20.9210112095,1
97,9.87959194183,21.0236201286,1
98,9.98388600349,21.1244821548,1
99,10.0877590179,21.2367532253,1
100,10.1909489632,21.3370301723,1
101,10.2942969799,21.4331371784,1
